date,imoex,ofz5y,eps_fwd,coe,erp,pe
2026-03-05,2825.0,14.792953322407,565.0,0.2,0.052070466775930024,5.0
2026-03-06,2854.11,14.763367331342,565.0,0.19796013468296597,0.050326461369545966,5.051522123893806
2026-03-09,2888.68,14.720650162383,565.0,0.1955910658155282,0.048384564191698204,5.1127079646017695
2026-03-10,2853.86,14.816055873468,565.0,0.19797747612006195,0.04981691738538194,5.051079646017699
2026-03-11,2854.05,14.74521470197,565.0,0.19796429635079973,0.05051214933109974,5.05141592920354
2026-03-12,2872.08,14.491332467983,565.0,0.196721539789978,0.05180821511014799,5.083327433628319
2026-03-13,2871.86,14.365460771318,565.0,0.1967366097233152,0.05308200201013519,5.082938053097346
2026-03-16,2853.72,14.604966356561,565.0,0.19798718865200512,0.051937525086395125,5.050831858407079
2026-03-17,2853.53,14.544092187256,565.0,0.19800037146972346,0.052559449597163466,5.050495575221239
2026-03-18,2871.72,14.490981734342,565.0,0.19674620088309447,0.05183638353967446,5.082690265486725
2026-03-19,2868.99,14.506815130277,565.0,0.19693341559224675,0.05186526428947677,5.0778584070796455
2026-03-20,2864.89,14.435519193098,565.0,0.19721525084732747,0.052860058916347485,5.070601769911504
2026-03-23,2833.43,14.463457457429,565.0,0.1994049614777849,0.054770386903494894,5.0149203539823
2026-03-24,2837.9,14.435640449779,565.0,0.19909087705697875,0.05473447255918876,5.02283185840708
2026-03-25,2840.14,14.375192409819,670.0,0.2359038638940334,0.09215193979584338,4.239014925373134
2026-03-26,2822.84,14.442199810952,670.0,0.2373496195321024,0.0929276214225824,4.213194029850746
2026-03-27,2789.61,14.442508966518,670.0,0.24017694229659342,0.09575185263141342,4.163597014925373
2026-03-30,2800.69,14.457053785807,670.0,0.23922676197651294,0.09465622411844293,4.180134328358209
2026-03-31,2776.37,14.57886284206,670.0,0.24132230214272593,0.09553367372212593,4.143835820895522
2026-04-01,2775.24,14.468656706049,670.0,0.2414205618252836,0.09673399476479361,4.142149253731343
2026-04-02,2774.41,14.445268573369,670.0,0.24149278585356887,0.09704010011987887,4.140910447761194
2026-04-03,2760.7,14.474644759987,670.0,0.24269207085159564,0.09794562325172565,4.12044776119403
